"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"1711","Preparation and spinning of textile fibres; weaving of textiles","313210","Broadwoven Fabric Mills","flax, ramie, jute and other hard fiber, silk and manmade, worsted-type, woolen, or cotton broadwoven fabrics (including woven fiberglass fabric), fabricated textile articles (linens for example) made in broadwoven fabric mills"
"1711","Preparation and spinning of textile fibres; weaving of textiles","313312","Textile and Fabric Finishing (except Broadwoven Fabric) Mills","preparation of fibers, such as carding and combing, hard fibers, silk or manmade textile fibers, flax-type fibers, worsted-type fibers or woolen-type fibers, such as degreasing, carbonizing, and carding"
"1711","Preparation and spinning of textile fibres; weaving of textiles","314999","All Other Miscellaneous Textile Product Mills","processing textile mill waste, silk and manmade fibers, cotton, woolen, worksted-type, flax-type"
"1712","Finishing of textiles","313311","Broadwoven Fabric Finishing Mills","finishing broadwoven fabrics"
"1712","Finishing of textiles","313312","Textile and Fabric Finishing (except Broadwoven Fabric) Mills","finishing fabrics and textile products, other than broadwoven"
"1712","Finishing of textiles","313320","Fabric Coating Mills","waterproofing, coating, impregnating, etc., apparel products for others"
"1712","Finishing of textiles","314999","All Other Miscellaneous Textile Product Mills","embroidery, decorative stitching, dyeing, etc., on textile articles"
"1712","Finishing of textiles","323113","Commercial Screen Printing","screen printing on made up textile products, including apparel"
"1712","Finishing of textiles","561990","All Other Support Services","cloth cutting, winding, or bolting for the trade"
"1721","Manufacture of made-up textile articles, except apparel","314121","Curtain and Drapery Mills","curtains and draperies made from purchased fabric"
"1721","Manufacture of made-up textile articles, except apparel","314129","Other Household Textile Product Mills","bed spreads, sheets, towels, tablecloths, shower curtains, etc., made from purchased materials"
"1721","Manufacture of made-up textile articles, except apparel","314911","Textile Bag Mills","textile bags made from purchased materials"
"1721","Manufacture of made-up textile articles, except apparel","314912","Canvas and Related Product Mills","canvas and related products, such as sails, awnings, tarps, etc."
"1721","Manufacture of made-up textile articles, except apparel","314999","All Other Miscellaneous Textile Product Mills","miscellaneous textile products, such as dust cloths, sleeping bags, etc."
"1721","Manufacture of made-up textile articles, except apparel","336360","Motor Vehicle Seating and Interior Trim Manufacturing","tire covers made from purchased fabrics"
"1721","Manufacture of made-up textile articles, except apparel","337920","Blind and Shade Manufacturing","manufacturing blinds and window shades of canvas and similar textile fabrics"
"1721","Manufacture of made-up textile articles, except apparel","339113","Surgical Appliance and Supplies Manufacturing","surgical drapes"
"1721","Manufacture of made-up textile articles, except apparel","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","repairing of fertilizer and chemical storage bags "
"1722","Manufacture of carpets and rugs","314110","Carpet and Rug Mills","carpets and rugs and associated activities such as dyeing and finishing carpets and rugs"
"1722","Manufacture of carpets and rugs","314999","All Other Miscellaneous Textile Product Mills","rug binding for the trade and carpet cutting, carpets made from purchased fabric"
"1723","Manufacture of cordage, rope, twine and netting","314991","Rope, Cordage, and Twine Mills","rope, cordage, and twine and products thereof made in cordage and rope mills"
"1723","Manufacture of cordage, rope, twine and netting","314999","All Other Miscellaneous Textile Product Mills","knotted rope net products made from purchased rope"
"1723","Manufacture of cordage, rope, twine and netting","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","repairing fishing nets, including mending"
"1729","Manufacture of other textiles n.e.c.","313221","Narrow Fabric Mills","manufacture of narrow fabrics and products thereof such as labels, bindings, elastics, webbing, shoe laces, and similar narrow goods"
"1729","Manufacture of other textiles n.e.c.","313222","Schiffli Machine Embroideries","Schiffli machine embroideries"
"1729","Manufacture of other textiles n.e.c.","313230","Nonwoven Fabric Mills","nonwoven blankets and similar items made in nonwoven fabric mills, manufacture of nonwoven fabrics and felts, including wicks and wicking, nonwoven fabric and products thereof made in the same establishment"
"1729","Manufacture of other textiles n.e.c.","313249","Other Knit Fabric and Lace Mills","lace and lace products (except finishing)"
"1729","Manufacture of other textiles n.e.c.","313320","Fabric Coating Mills","coating or impregnating purchased fabrics, including buckram, painters canvas, etc."
"1729","Manufacture of other textiles n.e.c.","314992","Tire Cord and Fabric Mills","tire cord and fabric of all materials, reinforcing for industrial belting and similar uses"
"1729","Manufacture of other textiles n.e.c.","314999","All Other Miscellaneous Textile Product Mills","bats, batting, upholstery filling, textile fire hose, and similar industrial textile products"
"1729","Manufacture of other textiles n.e.c.","315999","Other Apparel Accessories and Other Apparel Manufacturing","hat, cap, apparel, umbrella, and similar trimmings made from purchased fabrics"
"1729","Manufacture of other textiles n.e.c.","322222","Coated and Laminated Paper Manufacturing","pressure-sensitive cloth tape"
"1729","Manufacture of other textiles n.e.c.","322291","Sanitary Paper Product Manufacturing","manufacturing sanitary paper products, such as tampons and napkins, from purchased textile fibers"
"1729","Manufacture of other textiles n.e.c.","332992","Small Arms Ammunition Manufacturing","ammunition wads"
"1729","Manufacture of other textiles n.e.c.","335129","Other Lighting Equipment Manufacturing","incandescent mantles"
"1729","Manufacture of other textiles n.e.c.","336360","Motor Vehicle Seating and Interior Trim Manufacturing","automotive trimmings"
"1729","Manufacture of other textiles n.e.c.","339942","Lead Pencil and Art Good Manufacturing","artists' canvas boards and tracing cloth"
"1729","Manufacture of other textiles n.e.c.","339991","Gasket, Packing, and Sealing Device Manufacturing","textile gaskets"
"1730","Manufacture of knitted and crocheted fabrics and articles","313241","Weft Knit Fabric Mills","weft knit fabric, textile products (except apparel) made in weft knitting mills"
"1730","Manufacture of knitted and crocheted fabrics and articles","313249","Other Knit Fabric and Lace Mills","warp and other knit fabric, lace fabric, textile products (except apparel) made in other knit fabric and lace mills"
"1730","Manufacture of knitted and crocheted fabrics and articles","315111","Sheer Hosiery Mills","sheer hosiery"
"1730","Manufacture of knitted and crocheted fabrics and articles","315119","Other Hosiery and Sock Mills","hosiery (except sheer)"
"1730","Manufacture of knitted and crocheted fabrics and articles","315191","Outerwear Knitting Mills","infants' apparel made in outerwear knitting mills, gloves or mittens, sweaters, sweater jackets, cardigans, pullovers, & similar garments  (male & female) made in knitting mills. establishments knit garments & may further finish the garments"
"1730","Manufacture of knitted and crocheted fabrics and articles","315192","Underwear and Nightwear Knitting Mills","underwear and nightwear made in knitting mills"
"1810","Manufacture of wearing apparel, except fur apparel","313320","Fabric Coating Mills","coating, rubberizing, or impregnating purchased garments (own account garments as output)"
"1810","Manufacture of wearing apparel, except fur apparel","314999","All Other Miscellaneous Textile Product Mills","cloth diapers "
"1810","Manufacture of wearing apparel, except fur apparel","315211","Men's and Boys' Cut and Sew Apparel Contractors","cutting and sewing contractors for work clothing, infants' apparel and other wearing apparel and accessories, leather clothing, other underwear and nightwear, or other outerwear"
"1810","Manufacture of wearing apparel, except fur apparel","315212","Women's, Girls', and Infants' Cut and Sew Apparel Contractors","cutting and sewing contractors for work clothing, work clothing, infants' apparel and other wearing apparel and accessories, leather clothing, other underwear and nightwear, or other outerwear"
"1810","Manufacture of wearing apparel, except fur apparel","315221","Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing","underwear and nightwear"
"1810","Manufacture of wearing apparel, except fur apparel","315222","Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing","suits, coats, overcoats and similar dress apparel"
