"ISIC","NAICSUS","notes"
"8090","611699","public speaking training, survival training, speed reading training, and other miscellaneous training"
"8511","622110","general medical and surgical hospitals"
"8511","622210","psychiatric and substance abuse hospitals"
"8511","622310","specialty hospitals, such as children's, cancer, maternity, leprosy hospitals"
"8511","623210","mental retardation hospitals "
"8512","621111","physicians' offices"
"8512","621112","psychiatrists' offices"
"8512","621210","dental activities"
"8512","621410","family planning centers providing medical treatment, such as sterilization and termination of pregnancy"
"8512","621420","outpatient detoxification centers, drug addiction centers, mental health centers etc., with medical doctors providing services"
"8512","621491","medical centers operated by health maintenance organizations and typically representing the primary care provider for members"
"8512","621493","freestanding emergency medical centers, and similar outpatient care facilities"
"8512","621498","medical outpatient centers, such as pain therapy or community health centers"
"8512","621512","X-ray, MRI, CAT/CT scan, Ultrasound, and other medical imaging centers with medical doctors"
"8519","621310","chiropractic services"
"8519","621320","optometrists"
"8519","621330","mental health practitioners that are not medical doctors, psychologists for example"
"8519","621340","physical therapists, and similar"
"8519","621391","podiatrists"
"8519","621399","homeopaths, dental hygienists, registered or practical nurses, midwives, and other miscellaneous health practitioners"
"8519","621410","medical family planning centers, services by nurses and other medical professionals (except doctors)"
"8519","621420","outpatient detoxification centers, drug addiction centers, mental health centers etc., without medical doctors providing services"
"8519","621492","kidney dialysis centers "
"8519","621498","nonmedical treatment facilities biofeedback centers and sleep disorder centers"
"8519","621511","medical labs"
"8519","621512","X-ray, MRI, CAT/CT scan, Ultrasound, and other medical imaging centers without medical doctors"
"8519","621610","skilled nursing services provided in the home"
"8519","621910","ambulance services, including by air"
"8519","621991","blood and organ banks"
"8519","621999","miscellaneous services, such as hearing testing, pacemaker monitoring, smoking cessation programs, health screening (not performed by physicians)"
"8519","623110","inpatient nursing care provided by a core staff of practical or licensed nurses"
"8519","623210","mental retardation facilities (except hospitals)"
"8519","623311","including assisted-living facilities with on-site nursing care"
"8520","115210","vaccinating livestock (except by veterinarians)"
"8520","541940","veterinary clinics, hospitals, testing labs, and similar"
"8531","623210","mental retardation facilities also providing a range of day-to-day activities"
"8531","623220","mental health and substance abuse facilities (except hospitals)"
"8531","623312","homes for the elderly providing personal care services with no or incidental health care"
"8531","623990","child group foster homes, halfway houses, homes for delinquents and unwed mothers, orphanages, disciplinary camps and houses for delinquents and ex-offenders"
"8532","541990","consumer credit and debt counseling services"
"8532","611710","guidance counseling"
"8532","621410","family planning counseling and services not provided by doctors, nurses, or other medical professionals "
"8532","624110","child welfare services, including adoption and foster care programs"
"8532","624120","social services for the elderly and persons with disabilities"
"8532","624190","other social services, such as nonmedical marriage counseling, suicide crisis centers, private probation services, crisis intervention centers, hotline services, drug and alcohol dependence self-help organizations (such as AA), and similar"
"8532","624210","community food services, such as soup kitchens"
"8532","624221","temporary shelters for victims of violence, abuse, families in medical crisis, runaways, and similar. This does not include disaster shelters."
"8532","624229","volunteer housing building and repair organizations "
"8532","624230","shelter, food, and other relief for victims of natural disasters or displaced by conflicts (wars)"
"8532","624310","vocational rehab services for underemployed, job market disadvantaged, handicapped, and others, including sheltered workshops"
"8532","624410","child day care services"
"9000","221320","sewage collection, treatment, and disposal through sewer systems"
"9000","488119","cleaning and sweeping airport runways"
"9000","488490","street sweeping and snow removal on highways, bridges, roads, etc."
"9000","561710","mosquito eradication services"
"9000","561790","sweeping and snow removal from driveways, parking lots, and similar"
"9000","562111","solid waste collection, including mixed recyclables and solid waste transfer stations, collection and servicing of public area trash containers, treatment and filtration of hazardous industrial waste water, treatment and disposal of hazardous waste, treatment or disposal of medical grade radioactive waste"
"9000","562112","collection of hazardous waste"
"9000","562119","including rubble and brush collection"
"9000","562211","treatment and filtration of hazardous industrial waste water, treatment and disposal of hazardous waste, treatment or disposal of medical grade radioactive waste"
"9000","562212","operation of solid waste landfills"
"9000","562213","combustors and incinerators, including those producing byproducts, such as steam or electricity"
"9000","562219","treatment and filtration of nonhazardous industrial waste water (not part of sewer system), treatment and/or disposal of nonhazardous waste, n.e.c., including compost dumps"
"9000","562910","asbestos abatement contractors, decontamination and cleanup of contaminated buildings, soil, water, etc., mine reclamation (more than earth moving activities)"
"9000","562920","facilities for separating recyclable materials from the waste stream or separating mixed recyclables into distinct categories"
"9000","562991","servicing of septic tanks and cesspools, rental and servicing of portable toilets"
"9000","562998","sewer cleaning and rodding"
"9111","813910","chambers of commerce, farm bureaus, manufacturers associations, trade associations, real estate boards, and similar"
"9112","813920","bar associations, learned societies, professional standards review boards, medical professional associations, and similar"
"9120","813930","labor unions, trade unions, organizations of unions and screen actors guild (professional organizations/unions for performers and artists)"
"9191","813110","religious organizations and their facilities, such as churches, synagogues, mosques, etc."
"9192","813940","campaign organizations, political parties, political clubs"
"9199","813212","raising funds for specific health related research and disease prevention (for example, american heart association or march of dimes)"
"9199","813219","raising funds and making grants, such as community chests, united college funds, federated charities"
"9199","813311","civil liberties unions, human rights advocacy organizations, senior citizens' advocacy groups, veterans' rights advocacy groups, and similar"
"9199","813312","animal rights organizations, wildlife preservation organizations, conservation organizations, and similar"
"9199","813319","social advocacy organizations, such as firearms advocacy groups, taxpayers advocacy groups, peace advocacy groups, and similar"
"9199","813410","alumni organizations, granges, booster clubs, parent-teacher organizations, fraternal lodges, ethnic associations, and similar"
"9199","813990","other membership organizations, such as homeowners associations, condominium owners associations, tenant associations (except advocacy), and similar"
"9211","512110","motion picture production"
"9211","512120","motion picture and video distribution to theaters, television and cable networks and stations, and exhibitors"
"9211","512191","post production services for motion pictures and video, such as editing, dubbing, subtitling, titling, animation, special effects, closed captioning, and similar"
"9211","512199","motion picture film laboratories and booking agencies"
"9211","512240","sound recording studios"
"9211","512290","recording books on tape (except publishers)"
"9212","512131","motion picture theaters"
"9212","512132","drive-ins"
"9213","512110","production of television shows, commercials, etc., not done in broadcast facilities"
"9213","512290","production of radio programs (except live) not done in broadcast facilities"
"9213","515111","radio networks, including transmission of purchased or self produced content"
"9213","515112","radio stations, including transmission of purchased or self produced content"
"9213","515120","television broadcasting, including transmission of purchased or self produced content"
"9213","515210","cable networks, including transmission of purchased or self produced content"
"9214","561599","ticket agencies, theatrical"
"9214","711110","theater companies, comedy troupes, opera companies, live theatrical production"
"9214","711120","dance companies, groups, and ballets"
"9214","711130","musicians and musical groups"
"9214","711190","other performing arts companies, such as magic shows, ice skating shows, and similar"
"9214","711310","arts events organizers with facilities, arts facilities operators"
"9214","711320","arts events organizers without facilities"
"9214","711510","artists, writers, speakers, journalists, actors, cartoonists, dancers, producers, art restorers (all independent). This also includes museum type restorations and independent artistic photographers"
"9219","561599","ticket agencies, amusement and entertainment (except theater, or sports)"
"9219","611610","dance schools and dance instruction"
"9219","711110","puppet shows and puppet theaters"
"9219","711190","carnivals and cirsuses"
"9219","711310","fair promoters and organizers with facilities, including agricultural fairs, rodeo promoters and operators with facilities"
"9219","711320","fair promoters and organizers without facilities, including agricultural fairs, rodeo promoters and operators without facilities"
"9219","713110","amusement parks and theme parks, including water parks"
"9219","713990","carnival ride concession operators, shooting galleries, firework display services, dance halls, ballrooms, and other miscellaneous entertainment activities"
"9219","722410","discos serving alcoholic beverages"
"9220","519110","news agencies, news syndicates, traffic reporting services, and similar"
"9220","711510","independent journalists and photojournalists"
"9231","512199","stock footage libraries"
"9231","519120","libraries and archives"
"9231","519190","stock photo libraries and services"
"9232","712110","museums"
"9232","712120","historical sites, buildings, forts, communities, battlefields, etc."
"9233","712130","zoos and botanical gardens"
"9233","712190","wildlife sanctuaries, national parks, nature preserves, natural wonders (such as caverns, hot springs, waterfalls), etc."
"9241","487210","charter fishing boats"
"9241","561599","sports ticket agencies"
"9241","611620","judo and karate instruction facilities, sports instruction and sports camps"
"9241","611699","card game instruction (such as bridge), lifeguard training"
"9241","711211","sports clubs and sports teams"
"9241","711212","car, horse, dog, and other racetracks"
"9241","711219","owners of sporting horses, dogs, cars; specialized sporting establishments, such as sports trainers; individual athletes and sporting performers (including ice skaters); racing stables and kennels"
"9241","711310","stadium and sports arena operators"
"9241","711320","sports organizers and promoters without facilities"
"9241","713910","private golf courses and country clubs"
"9241","713920","ski facilities"
"9241","713940","fitness centers and gyms, roller skating rinks, swimming facilities, racquet clubs"
"9241","713950","bowling alleys"
"9241","713990","miniature golf courses, driving ranges, skeet shooting facilities, billiard rooms, and other miscellaneous sporting facility operation, recreational sporting teams and clubs (such as little league), hunting guides"
"9241","813990","sports leagues and regulating bodies"
"9249","561310","casting agencies and bureaus, etc."
"9249","711320","concert and other booking agencies (except motion picture)"
"9249","713120","amusement game arcades, video game parlors"
"9249","713210","casinos (gambling cruises, inland water floating or riverboat casinos are included)"
"9249","713290","off-track betting facilities, bingo parlors, card parlors, slot machine parlors, specialized lottery agents, bookmakers, coin-operated gambling device concession operators"
"9249","713930","activities of marinas"
"9249","713990","swimming and bathing beaches, fishing guide services, fishing piers, concession operators for paddle boats, canoes, rafting, and similar; rental of riding horses, video game concession operators"
"9301","561740","carpet cleaning plants and carpet cleaning on customers' premises"
"9301","812310","coin-operated laundry and dry cleaning facilities"
"9301","812320","dry cleaning and laundry services (except coin-op), apparel pressing for the trade"
"9301","812331","linen supply"
"9301","812332","industrial laundries"
"9302","812111","barber shops"
"9302","812112","beauty salons"
"9302","812113","nail salons"
"9302","812199","other personal care services such as hair removal, tattoo parlors, tanning salons, permanent makeup salons, ear piercing services, and hair replacement services"
"9303","812210","funeral homes and related services"
"9303","812220","cemeteries and crematories"
"9309","611699","yoga instruction"
"9309","812191","nonmedical weight reduction centers"
"9309","812199","tanning salons, massage parlors, steam baths, turkish baths, and similar"
"9309","812910","boarding, sitting, grooming, obedience training, guide and personal assistance animal training, etc."
"9309","812930","valet parking services"
"9309","812990","shoeshine, astrology, genealogy, porters, escort services, dating services, coin-operated devices such as blood pressure machines and scales, dog pounds, animal shelters, humane society facilities, bail bonding, coin-operated photography machine concessio"
"9500","814110","activities of households as employers of domestic staff"
"9600","0","one to many links 96 to all of NAICS based on the goods"
"9700","0","one to many links 97 to all of NAICS based on the services"
"9900","928120","UN, world bank, and similar"
"xxxx","525110","pension funds (excluding compulsory social security) legal entities"
"xxxx","525120","employee vacation funds, Christmas funds, etc., self insurance for health and welfare"
"xxxx","525190","life insurance funds (self insurance) solely for the benefit of the sponsor, firm, its employees or members, other self insurance funds"
"xxxx","525910","open-ended money market mutual funds, open-ended mutual funds, etc."
"xxxx","525920","trusts, estates, and agency accounts"
"xxxx","525930","real estate investment trusts (REITs)"
"xxxx","525990","closed-end funds"
